DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-06,77.23,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-07,75.41,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-08,75.81,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-09,77.17,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-10,78.06,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-11,77.63,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2001-12,77.91,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-01,76.44,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-02,76.32,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-03,76.90,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-04,78.01,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-05,78.30,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-06,78.84,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-07,78.28,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-08,78.93,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-09,79.81,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-10,80.16,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-11,80.01,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2002-12,80.31,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-01,79.85,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-02,79.98,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-03,81.79,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-04,82.40,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-05,82.18,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-06,81.76,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-07,80.33,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-08,80.80,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-09,82.43,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-10,83.13,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-11,83.00,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2003-12,82.13,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-01,81.14,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-02,81.12,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-03,81.82,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-04,82.47,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-05,83.20,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-06,83.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-07,82.67,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-08,83.07,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-09,83.91,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-10,84.80,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-11,85.15,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2004-12,85.29,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-01,83.38,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-02,83.06,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-03,83.78,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-04,84.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-05,84.89,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-06,84.98,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-07,83.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-08,84.29,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-09,85.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-10,86.69,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-11,86.85,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2005-12,86.50,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-01,85.07,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-02,84.99,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-03,85.99,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-04,86.87,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-05,87.04,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-06,87.22,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-07,86.09,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-08,86.61,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-09,87.65,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-10,88.12,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-11,88.03,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2006-12,87.80,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-01,86.30,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-02,86.04,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-03,87.19,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-04,88.29,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-05,88.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-06,88.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-07,88.10,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-08,88.56,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-09,89.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-10,90.49,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-11,90.84,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2007-12,91.08,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-01,89.81,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-02,90.12,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-03,91.06,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-04,92.13,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-05,92.85,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-06,93.32,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-07,92.81,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-08,93.05,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-09,94.17,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-10,94.87,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-11,93.69,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2008-12,92.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-01,90.64,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-02,90.62,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-03,91.85,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-04,92.68,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-05,93.35,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-06,93.43,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-07,92.08,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-08,92.25,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-09,93.00,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-10,93.88,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-11,94.58,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2009-12,94.19,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-01,92.86,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-02,93.13,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-03,94.00,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-04,95.02,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-05,95.07,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-06,95.40,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-07,94.59,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-08,95.43,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-09,96.38,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-10,96.93,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-11,96.21,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2010-12,96.02,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-01,95.68,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-02,96.05,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-03,97.05,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-04,98.38,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-05,99.01,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-06,99.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-07,97.89,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-08,98.05,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-09,98.84,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-10,100.01,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-11,100.11,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2011-12,100.01,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-01,98.63,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-02,99.05,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-03,100.47,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-04,101.95,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-05,102.69,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-06,102.58,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-07,101.58,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-08,102.46,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-09,102.39,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-10,102.60,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-11,101.55,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2012-12,101.46,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-01,100.62,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-02,100.86,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-03,101.78,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-04,102.02,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-05,102.84,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-06,103.43,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-07,102.28,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-08,102.54,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-09,102.67,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-10,102.08,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-11,100.75,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2013-12,100.19,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-01,99.04,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-02,99.59,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-03,100.88,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-04,101.61,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-05,102.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-06,103.48,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-07,103.19,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-08,103.34,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-09,102.69,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-10,102.36,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-11,100.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2014-12,99.23,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-01,98.31,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-02,98.83,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-03,99.51,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-04,99.85,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-05,100.97,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-06,101.32,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-07,100.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-08,101.37,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-09,100.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-10,100.48,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-11,99.25,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2015-12,98.67,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-01,97.25,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-02,96.65,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-03,97.37,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-04,97.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-05,99.03,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-06,99.31,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-07,100.30,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-08,100.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-09,100.32,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-10,99.46,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-11,98.48,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2016-12,98.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-01,97.92,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-02,97.99,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-03,98.83,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-04,99.78,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-05,99.92,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-06,100.19,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-07,100.24,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-08,101.22,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-09,100.45,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-10,99.84,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-11,98.66,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2017-12,98.32,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-01,96.47,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-02,97.58,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-03,98.43,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-04,99.51,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-05,100.87,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-06,101.92,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-07,101.67,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-08,102.91,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-09,102.11,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-10,101.78,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-11,100.25,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2018-12,99.31,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-01,98.53,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-02,98.36,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-03,99.49,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-04,100.74,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-05,101.03,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-06,102.26,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-07,101.81,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-08,103.49,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-09,101.65,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-10,101.27,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-11,100.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2019-12,100.03,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-01,99.22,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-02,99.37,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-03,99.59,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-04,99.52,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-05,99.62,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-06,99.97,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-07,99.73,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-08,100.50,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-09,99.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-10,99.87,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-11,99.67,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2020-12,99.24,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-01,98.41,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-02,98.50,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-03,99.89,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-04,100.70,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-05,101.15,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-06,102.17,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-07,102.40,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-08,103.86,
ESTAT:PRC_HICP_MIDX(1.0),31/05/22 11:00:00,M,I15,CP00,CY,2021-09,103.31,
